#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPLP1	RPS3A	9606.ENSP00000346037	9606.ENSP00000346050	0	0	0	0	0.985	0.997	0	0.661	0.999
RPLP1	RPS29	9606.ENSP00000346037	9606.ENSP00000379339	0	0	0	0	0.995	0.987	0	0.712	0.999
RPLP1	RPSA	9606.ENSP00000346037	9606.ENSP00000346067	0	0	0	0	0.890	0.990	0	0.670	0.999
RPLP1	RPS4X	9606.ENSP00000346037	9606.ENSP00000362744	0	0	0	0	0.979	0.997	0	0.300	0.999
RPLP1	RPS10	9606.ENSP00000346037	9606.ENSP00000481646	0	0	0	0	0.992	0.993	0	0.502	0.999
RPLP1	RPS8	9606.ENSP00000346037	9606.ENSP00000379888	0	0	0	0	0.991	0.997	0	0.577	0.999
RPLP1	RPS6	9606.ENSP00000346037	9606.ENSP00000369757	0	0	0	0	0.995	0.997	0	0.529	0.999
RPS10	RPS12	9606.ENSP00000481646	9606.ENSP00000230050	0	0	0	0	0.996	0.987	0.900	0.420	0.999
RPS10	RPS27A	9606.ENSP00000481646	9606.ENSP00000272317	0	0	0	0	0.958	0.982	0.900	0.558	0.999
RPS10	RPS3	9606.ENSP00000481646	9606.ENSP00000278572	0	0	0	0	0.997	0.954	0.900	0.858	0.999
RPS10	RPS23	9606.ENSP00000481646	9606.ENSP00000296674	0	0	0	0	0.992	0.985	0.900	0.715	0.999
RPS10	RPS9	9606.ENSP00000481646	9606.ENSP00000302896	0	0	0	0	0.914	0.985	0.900	0.914	0.999
RPS10	RPS15A	9606.ENSP00000481646	9606.ENSP00000318646	0	0	0	0	0.997	0.994	0.900	0.734	0.999
RPS10	RPS7	9606.ENSP00000481646	9606.ENSP00000339095	0	0	0	0	0.998	0.989	0.900	0.772	0.999
RPS10	RPS3A	9606.ENSP00000481646	9606.ENSP00000346050	0	0	0	0	0.996	0.994	0.900	0.701	0.999
RPS10	RPSA	9606.ENSP00000481646	9606.ENSP00000346067	0	0	0	0	0.903	0.990	0.900	0.516	0.999
RPS10	RPS4X	9606.ENSP00000481646	9606.ENSP00000362744	0	0	0	0	0.991	0.994	0.900	0.493	0.999
RPS10	RPS6	9606.ENSP00000481646	9606.ENSP00000369757	0	0	0	0	0.996	0.984	0.900	0.697	0.999
RPS10	RPS29	9606.ENSP00000481646	9606.ENSP00000379339	0	0	0	0	0.997	0.985	0.900	0.951	0.999
RPS10	RPS8	9606.ENSP00000481646	9606.ENSP00000379888	0	0	0	0	0.990	0.994	0.900	0.789	0.999
RPS12	RPS3	9606.ENSP00000230050	9606.ENSP00000278572	0.111	0	0	0	0.995	0.984	0.900	0.391	0.999
RPS12	RPS6	9606.ENSP00000230050	9606.ENSP00000369757	0.116	0	0	0	0.997	0.997	0.900	0.495	0.999
RPS12	RPS7	9606.ENSP00000230050	9606.ENSP00000339095	0	0	0	0	0.999	0.995	0.900	0.503	0.999
RPS12	RPSA	9606.ENSP00000230050	9606.ENSP00000346067	0.070	0	0	0	0.990	0.985	0.900	0.425	0.999
RPS12	RPS4X	9606.ENSP00000230050	9606.ENSP00000362744	0	0	0	0	0.999	0.997	0.900	0.366	0.999
RPS12	RPS27A	9606.ENSP00000230050	9606.ENSP00000272317	0	0	0	0	0.983	0.995	0.900	0.303	0.999
RPS12	RPS15A	9606.ENSP00000230050	9606.ENSP00000318646	0.070	0	0	0	0.997	0.997	0.900	0.297	0.999
RPS12	RPS23	9606.ENSP00000230050	9606.ENSP00000296674	0.078	0	0	0	0.995	0.997	0.900	0.586	0.999
RPS12	RPS3A	9606.ENSP00000230050	9606.ENSP00000346050	0	0	0	0	0.999	0.996	0.900	0.216	0.999
RPS12	RPS29	9606.ENSP00000230050	9606.ENSP00000379339	0.074	0	0	0	0.997	0.989	0.900	0.187	0.999
RPS12	RPS9	9606.ENSP00000230050	9606.ENSP00000302896	0.077	0	0	0	0.991	0.995	0.900	0.482	0.999
RPS12	RPS8	9606.ENSP00000230050	9606.ENSP00000379888	0	0	0	0	0.997	0.996	0.900	0.320	0.999
RPS15A	RPS27A	9606.ENSP00000318646	9606.ENSP00000272317	0	0	0	0	0.981	0.995	0.900	0.445	0.999
RPS15A	RPS3	9606.ENSP00000318646	9606.ENSP00000278572	0.219	0	0.229	0	0.995	0.986	0.900	0.661	0.999
RPS15A	RPS23	9606.ENSP00000318646	9606.ENSP00000296674	0.167	0	0	0	0.993	0.997	0.900	0.772	0.999
RPS15A	RPS9	9606.ENSP00000318646	9606.ENSP00000302896	0.167	0	0	0	0.969	0.994	0.900	0.655	0.999
RPS15A	RPS6	9606.ENSP00000318646	9606.ENSP00000369757	0	0	0	0	0.997	0.997	0.900	0.498	0.999
RPS15A	RPS7	9606.ENSP00000318646	9606.ENSP00000339095	0	0	0	0	0.999	0.996	0.900	0.673	0.999
RPS15A	RPSA	9606.ENSP00000318646	9606.ENSP00000346067	0.083	0	0	0	0.956	0.987	0.900	0.378	0.999
RPS15A	RPS4X	9606.ENSP00000318646	9606.ENSP00000362744	0.219	0	0.290	0	0.993	0.997	0.900	0.710	0.999
RPS15A	RPS3A	9606.ENSP00000318646	9606.ENSP00000346050	0	0	0	0	0.997	0.996	0.900	0.554	0.999
RPS15A	RPS29	9606.ENSP00000318646	9606.ENSP00000379339	0.167	0	0	0	0.997	0.990	0.900	0.797	0.999
RPS15A	RPS8	9606.ENSP00000318646	9606.ENSP00000379888	0	0	0	0	0.993	0.997	0.900	0.646	0.999
RPS23	RPS27A	9606.ENSP00000296674	9606.ENSP00000272317	0	0	0	0	0.966	0.995	0.900	0.195	0.999
RPS23	RPS3	9606.ENSP00000296674	9606.ENSP00000278572	0.219	0	0	0	0.992	0.992	0.900	0.747	0.999
RPS23	RPS6	9606.ENSP00000296674	9606.ENSP00000369757	0	0	0	0	0.997	0.997	0.900	0.835	0.999
RPS23	RPS7	9606.ENSP00000296674	9606.ENSP00000339095	0	0	0	0	0.993	0.997	0.900	0.542	0.999
RPS23	RPS8	9606.ENSP00000296674	9606.ENSP00000379888	0	0	0	0	0.993	0.996	0.900	0.831	0.999
RPS23	RPS9	9606.ENSP00000296674	9606.ENSP00000302896	0.167	0	0	0	0.968	0.996	0.900	0.749	0.999
RPS23	RPS3A	9606.ENSP00000296674	9606.ENSP00000346050	0	0	0	0	0.995	0.997	0.900	0.435	0.999
RPS23	RPS29	9606.ENSP00000296674	9606.ENSP00000379339	0.167	0	0	0	0.989	0.995	0.900	0.795	0.999
RPS23	RPSA	9606.ENSP00000296674	9606.ENSP00000346067	0.092	0	0	0	0.956	0.990	0.900	0.648	0.999
RPS23	RPS4X	9606.ENSP00000296674	9606.ENSP00000362744	0	0	0	0	0.992	0.997	0.900	0.535	0.999
RPS27A	TLE4	9606.ENSP00000272317	9606.ENSP00000365720	0	0	0	0	0	0	0.900	0.067	0.902
RPS27A	TAF10	9606.ENSP00000272317	9606.ENSP00000299424	0	0	0	0	0.062	0.657	0.900	0.123	0.968
RPS27A	RPS3	9606.ENSP00000272317	9606.ENSP00000278572	0	0	0	0	0.970	0.977	0.900	0.502	0.999
RPS27A	RPS6	9606.ENSP00000272317	9606.ENSP00000369757	0	0	0	0	0.982	0.993	0.900	0.427	0.999
RPS27A	RPS7	9606.ENSP00000272317	9606.ENSP00000339095	0	0	0	0	0.965	0.987	0.900	0.335	0.999
RPS27A	RPS8	9606.ENSP00000272317	9606.ENSP00000379888	0	0	0	0	0.978	0.995	0.900	0.292	0.999
RPS27A	RPS9	9606.ENSP00000272317	9606.ENSP00000302896	0	0	0	0	0.944	0.987	0.900	0.181	0.999
RPS27A	RPS3A	9606.ENSP00000272317	9606.ENSP00000346050	0	0	0	0	0.982	0.995	0.900	0.248	0.999
RPS27A	RPS29	9606.ENSP00000272317	9606.ENSP00000379339	0	0	0	0	0.975	0.987	0.900	0.456	0.999
RPS27A	RPSA	9606.ENSP00000272317	9606.ENSP00000346067	0	0	0	0	0.901	0.987	0.900	0.263	0.999
RPS27A	RPS4X	9606.ENSP00000272317	9606.ENSP00000362744	0	0	0	0	0.978	0.995	0.900	0.327	0.999
RPS29	RPS3	9606.ENSP00000379339	9606.ENSP00000278572	0.219	0	0	0	0.994	0.987	0.900	0.838	0.999
RPS29	RPS9	9606.ENSP00000379339	9606.ENSP00000302896	0.167	0	0	0	0.938	0.997	0.900	0.945	0.999
RPS29	RPS7	9606.ENSP00000379339	9606.ENSP00000339095	0	0	0	0	0.993	0.990	0.900	0.669	0.999
RPS29	RPS3A	9606.ENSP00000379339	9606.ENSP00000346050	0	0	0	0	0.997	0.990	0.900	0.678	0.999
RPS29	RPSA	9606.ENSP00000379339	9606.ENSP00000346067	0.076	0	0	0	0.936	0.983	0.900	0.652	0.999
RPS29	RPS4X	9606.ENSP00000379339	9606.ENSP00000362744	0.219	0	0	0	0.992	0.990	0.900	0.536	0.999
RPS29	RPS6	9606.ENSP00000379339	9606.ENSP00000369757	0	0	0	0	0.997	0.990	0.900	0.656	0.999
RPS29	RPS8	9606.ENSP00000379339	9606.ENSP00000379888	0	0	0	0	0.994	0.995	0.900	0.786	0.999
RPS3	RPS3A	9606.ENSP00000278572	9606.ENSP00000346050	0	0	0.265	0	0.995	0.992	0.900	0.773	0.999
RPS3	RPS4X	9606.ENSP00000278572	9606.ENSP00000362744	0.295	0	0.282	0	0.997	0.992	0.900	0.710	0.999
RPS3	RPSA	9606.ENSP00000278572	9606.ENSP00000346067	0.149	0	0.231	0	0.993	0.972	0.900	0.710	0.999
RPS3	RPS8	9606.ENSP00000278572	9606.ENSP00000379888	0	0	0	0	0.995	0.992	0.900	0.895	0.999
RPS3	RPS9	9606.ENSP00000278572	9606.ENSP00000302896	0.219	0	0	0	0.992	0.992	0.900	0.779	0.999
RPS3	RPS7	9606.ENSP00000278572	9606.ENSP00000339095	0	0	0	0	0.995	0.989	0.900	0.689	0.999
RPS3	RPS6	9606.ENSP00000278572	9606.ENSP00000369757	0	0	0	0	0.996	0.992	0.900	0.784	0.999
RPS3A	RPS9	9606.ENSP00000346050	9606.ENSP00000302896	0	0	0	0	0.989	0.997	0.900	0.660	0.999
RPS3A	RPS7	9606.ENSP00000346050	9606.ENSP00000339095	0	0	0	0	0.996	0.995	0.900	0.305	0.999
RPS3A	RPS6	9606.ENSP00000346050	9606.ENSP00000369757	0	0	0	0	0.997	0.996	0.900	0.755	0.999
RPS3A	RPS8	9606.ENSP00000346050	9606.ENSP00000379888	0	0	0	0	0.998	0.997	0.900	0.838	0.999
RPS3A	RPSA	9606.ENSP00000346050	9606.ENSP00000346067	0.152	0	0	0	0.991	0.985	0.900	0.640	0.999
RPS3A	RPS4X	9606.ENSP00000346050	9606.ENSP00000362744	0	0	0.258	0	0.997	0.997	0.900	0.613	0.999
RPS4X	RPS9	9606.ENSP00000362744	9606.ENSP00000302896	0	0	0.212	0	0.991	0.997	0.900	0.598	0.999
RPS4X	RPS7	9606.ENSP00000362744	9606.ENSP00000339095	0	0	0	0	0.993	0.997	0.900	0.446	0.999
RPS4X	RPSA	9606.ENSP00000362744	9606.ENSP00000346067	0	0	0	0	0.991	0.991	0.900	0.409	0.999
RPS4X	RPS8	9606.ENSP00000362744	9606.ENSP00000379888	0	0	0	0	0.998	0.997	0.900	0.692	0.999
RPS4X	RPS6	9606.ENSP00000362744	9606.ENSP00000369757	0	0	0	0	0.997	0.997	0.900	0.707	0.999
RPS6	RPS9	9606.ENSP00000369757	9606.ENSP00000302896	0	0	0	0	0.969	0.997	0.900	0.784	0.999
RPS6	RPS7	9606.ENSP00000369757	9606.ENSP00000339095	0	0	0	0	0.997	0.997	0.900	0.553	0.999
RPS6	RPSA	9606.ENSP00000369757	9606.ENSP00000346067	0	0	0	0	0.960	0.985	0.900	0.516	0.999
RPS6	RPS8	9606.ENSP00000369757	9606.ENSP00000379888	0	0	0	0	0.997	0.997	0.900	0.826	0.999
RPS7	RPS9	9606.ENSP00000339095	9606.ENSP00000302896	0	0	0	0	0.975	0.996	0.900	0.765	0.999
RPS7	RPSA	9606.ENSP00000339095	9606.ENSP00000346067	0	0	0	0	0.978	0.985	0.900	0.250	0.999
RPS7	RPS8	9606.ENSP00000339095	9606.ENSP00000379888	0	0	0	0	0.995	0.996	0.900	0.658	0.999
RPS8	RPS9	9606.ENSP00000379888	9606.ENSP00000302896	0	0	0	0	0.992	0.997	0.900	0.728	0.999
RPS8	RPSA	9606.ENSP00000379888	9606.ENSP00000346067	0	0	0	0	0.991	0.988	0.900	0.643	0.999
RPS9	RPSA	9606.ENSP00000302896	9606.ENSP00000346067	0.111	0	0	0	0.987	0.988	0.900	0.533	0.999
SRP54	SRPR	9606.ENSP00000451818	9606.ENSP00000328023	0.295	0	0	0.594	0.168	0.944	0	0.964	0.978
STX4	YKT6	9606.ENSP00000317714	9606.ENSP00000223369	0	0	0	0	0.081	0.306	0.900	0.604	0.971
STX4	STX5	9606.ENSP00000317714	9606.ENSP00000294179	0	0	0	0	0.087	0.489	0.540	0.693	0.925
STX5	YKT6	9606.ENSP00000294179	9606.ENSP00000223369	0	0	0	0	0.132	0.909	0.800	0.995	0.999
SYMPK	YBX3	9606.ENSP00000245934	9606.ENSP00000228251	0	0	0	0	0	0.270	0.800	0.832	0.973
UGDH	UGP2	9606.ENSP00000319501	9606.ENSP00000338703	0	0	0	0	0.062	0	0.900	0.750	0.974
